url,category_code,category_description,date_added,source,notes
https://www.ecuadortransparente.org/,POLR,Political Criticism,2017-11-19,user contribution,
http://www.planv.com.ec/,POLR,Political Criticism,2017-11-19,user contribution,
http://4pelagatos.com/,POLR,Political Criticism,2017-11-19,user contribution,
https://www.facebook.com/milhojasfundacion,POLR,Political Criticism,2017-11-19,user contribution,
https://milhojas.is/,POLR,Political Criticism,2017-11-19,user contribution,
https://focusecuador.com/,POLR,Political Criticism,2017-11-19,user contribution,
http://lahistoria.ec/,POLR,Political Criticism,2017-11-19,user contribution,
http://www.fundamedios.org/,POLR,Political Criticism,2017-11-19,user contribution,
http://radiovision.com.ec/,POLR,Political Criticism,2017-11-19,user contribution,
